timestamp,dataset,activation,normalization,repeat_idx,seed,epochs,batch_size,lr,weight_decay,channels_per_block,layers_per_block,kernel_size,pool_stride,pool_sigma,invariant_channels,max_rot_order,img_size,best_val_loss,test_acc,test_loss,best_ckpt,device,cuda_name,status
2025-10-05T16:20:13,colorectal_hist,gated_relu,IIDbn,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,gated_relu,IIDbn,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,gated_relu,IIDbn,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,gated_relu,Normbn,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,gated_relu,Normbn,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,gated_relu,Normbn,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,gated_relu,FieldNorm,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,gated_relu,FieldNorm,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,gated_relu,FieldNorm,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,gated_relu,GNormBatchNorm,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,gated_relu,GNormBatchNorm,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,gated_relu,GNormBatchNorm,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_relu,IIDbn,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_relu,IIDbn,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_relu,IIDbn,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_relu,Normbn,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_relu,Normbn,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_relu,Normbn,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_relu,FieldNorm,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_relu,FieldNorm,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_relu,FieldNorm,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_relu,GNormBatchNorm,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_relu,GNormBatchNorm,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_relu,GNormBatchNorm,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_squash,IIDbn,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_squash,IIDbn,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_squash,IIDbn,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_squash,Normbn,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_squash,Normbn,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_squash,Normbn,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_squash,FieldNorm,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_squash,FieldNorm,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_squash,FieldNorm,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_squash,GNormBatchNorm,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_squash,GNormBatchNorm,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,norm_squash,GNormBatchNorm,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_relu,IIDbn,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_relu,IIDbn,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_relu,IIDbn,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_relu,Normbn,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_relu,Normbn,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_relu,Normbn,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_relu,FieldNorm,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_relu,FieldNorm,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_relu,FieldNorm,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_relu,GNormBatchNorm,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_relu,GNormBatchNorm,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_relu,GNormBatchNorm,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_elu,IIDbn,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_elu,IIDbn,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_elu,IIDbn,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_elu,Normbn,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_elu,Normbn,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_elu,Normbn,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_elu,FieldNorm,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_elu,FieldNorm,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_elu,FieldNorm,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_elu,GNormBatchNorm,0,0,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_elu,GNormBatchNorm,1,1,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
2025-10-05T16:20:13,colorectal_hist,fourier_elu,GNormBatchNorm,2,2,200,128,0.001,0.0001,"[16, 32, 64]",2,5,2,0.9,128,3,128,,,,,cuda,NVIDIA L40S,ERROR: Error: You must call wandb.init() before wandb.config.update
